---- Opened the serial port COM8 ----
4 41 c a f2 0 0 0  rmp 700.5
4 41 c a f2 0 0 0  rmp 700.5
4 41 c a ee 0 0 0  rmp 699.5
4 41 c a fa 0 0 0  rmp 702.5
4 41 c a ea 0 0 0  rmp 698.5
4 41 c b 6 0 0 0  rmp 705.5
4 41 c a f6 0 0 0  rmp 701.5
4 41 c b 8 0 0 0  rmp 706.0
4 41 c b 8 0 0 0  rmp 706.0
4 41 c a e8 0 0 0  rmp 698.0
4 41 c a e0 0 0 0  rmp 696.0
4 41 c a f2 0 0 0  rmp 700.5
4 41 c a e6 0 0 0  rmp 697.5
4 41 c a ee 0 0 0  rmp 699.5
4 41 c a e6 0 0 0  rmp 697.5
4 41 c a f4 0 0 0  rmp 701.0
4 41 c a e4 0 0 0  rmp 697.0
4 41 c a f0 0 0 0  rmp 700.0
4 41 c a fc 0 0 0  rmp 703.0
4 41 c a f0 0 0 0  rmp 700.0
4 41 c a f6 0 0 0  rmp 701.5
4 41 c a da 0 0 0  rmp 694.5
4 41 c a ec 0 0 0  rmp 699.0
4 41 c a f2 0 0 0  rmp 700.5
4 41 c a f8 0 0 0  rmp 702.0
4 41 c a da 0 0 0  rmp 694.5
4 41 c a fe 0 0 0  rmp 703.5
4 41 c a de 0 0 0  rmp 695.5
4 41 c b 8 0 0 0  rmp 706.0
4 41 c a ee 0 0 0  rmp 699.5
4 41 c a fe 0 0 0  rmp 703.5
4 41 c a e8 0 0 0  rmp 698.0
4 41 c a e0 0 0 0  rmp 696.0
4 41 c a f0 0 0 0  rmp 700.0
4 41 c a ec 0 0 0  rmp 699.0
4 41 c a e8 0 0 0  rmp 698.0
4 41 c a fc 0 0 0  rmp 703.0
4 41 c b a 0 0 0  rmp 706.5
4 41 c b 8 0 0 0  rmp 706.0
4 41 c a ee 0 0 0  rmp 699.5
4 41 c a f6 0 0 0  rmp 701.5
4 41 c a e4 0 0 0  rmp 697.0
4 41 c a f8 0 0 0  rmp 702.0
4 41 c a ea 0 0 0  rmp 698.5
4 41 c a ec 0 0 0  rmp 699.0
4 41 c a f2 0 0 0  rmp 700.5
4 41 c a e6 0 0 0  rmp 697.5
4 41 c a fa 0 0 0  rmp 702.5
4 41 c a e0 0 0 0  rmp 696.0
4 41 c b 0 0 0 0  rmp 704.0
4 41 c a ec 0 0 0  rmp 699.0
4 41 c a ea 0 0 0  rmp 698.5
4 41 c a de 0 0 0  rmp 695.5
4 41 c a ee 0 0 0  rmp 699.5
4 41 c a e2 0 0 0  rmp 696.5
4 41 c b 2 0 0 0  rmp 704.5
4 41 c a e4 0 0 0  rmp 697.0
4 41 c b 0 0 0 0  rmp 704.0
4 41 c a f0 0 0 0  rmp 700.0
4 41 c a ec 0 0 0  rmp 699.0
4 41 c a da 0 0 0  rmp 694.5
4 41 c a ee 0 0 0  rmp 699.5
4 41 c b 0 0 0 0  rmp 704.0
4 41 c b 0 0 0 0  rmp 704.0
4 41 c a fa 0 0 0  rmp 702.5
4 41 c a fa 0 0 0  rmp 702.5
4 41 c b 6 0 0 0  rmp 705.5
4 41 c a fc 0 0 0  rmp 703.0
4 41 c b 2 0 0 0  rmp 704.5
4 41 c a dc 0 0 0  rmp 695.0
4 41 c a dc 0 0 0  rmp 695.0
4 41 c a ea 0 0 0  rmp 698.5
4 41 c a e6 0 0 0  rmp 697.5
4 41 c a fc 0 0 0  rmp 703.0
4 41 c a f8 0 0 0  rmp 702.0
4 41 c a ec 0 0 0  rmp 699.0
4 41 c a e8 0 0 0  rmp 698.0
4 41 c a f0 0 0 0  rmp 700.0
4 41 c a ea 0 0 0  rmp 698.5
4 41 c a e0 0 0 0  rmp 696.0
4 41 c b 0 0 0 0  rmp 704.0
4 41 c a e6 0 0 0  rmp 697.5
4 41 c a f4 0 0 0  rmp 701.0
4 41 c a e6 0 0 0  rmp 697.5
4 41 c a f4 0 0 0  rmp 701.0
4 41 c a ea 0 0 0  rmp 698.5
4 41 c b 0 0 0 0  rmp 704.0
4 41 c a f4 0 0 0  rmp 701.0
4 41 c a f2 0 0 0  rmp 700.5
4 41 c a f0 0 0 0  rmp 700.0
4 41 c a e2 0 0 0  rmp 696.5
4 41 c b 4 0 0 0  rmp 705.0
4 41 c a ee 0 0 0  rmp 699.5
4 41 c a f8 0 0 0  rmp 702.0
4 41 c a f8 0 0 0  rmp 702.0
4 41 c a e4 0 0 0  rmp 697.0
4 41 c a f4 0 0 0  rmp 701.0
4 41 c a f2 0 0 0  rmp 700.5
4 41 c a ec 0 0 0  rmp 699.0
4 41 c a ea 0 0 0  rmp 698.5
4 41 c a ec 0 0 0  rmp 699.0
4 41 c b 0 0 0 0  rmp 704.0
4 41 c b 6 0 0 0  rmp 705.5
4 41 c b 2 0 0 0  rmp 704.5
4 41 c a e6 0 0 0  rmp 697.5
4 41 c a f6 0 0 0  rmp 701.5
4 41 c a e8 0 0 0  rmp 698.0
4 41 c a e8 0 0 0  rmp 698.0
4 41 c a e8 0 0 0  rmp 698.0
4 41 c a e6 0 0 0  rmp 697.5
4 41 c a de 0 0 0  rmp 695.5
4 41 c a f0 0 0 0  rmp 700.0
4 41 c b 0 0 0 0  rmp 704.0
4 41 c a e6 0 0 0  rmp 697.5
4 41 c a ec 0 0 0  rmp 699.0
4 41 c a fa 0 0 0  rmp 702.5
4 41 c a c4 0 0 0  rmp 689.0
4 41 c a f8 0 0 0  rmp 702.0
4 41 c a ee 0 0 0  rmp 699.5
4 41 c a ee 0 0 0  rmp 699.5
4 41 c a d8 0 0 0  rmp 694.0
4 41 c a e2 0 0 0  rmp 696.5
4 41 c a fc 0 0 0  rmp 703.0
4 41 c a fc 0 0 0  rmp 703.0
4 41 c a f8 0 0 0  rmp 702.0
4 41 c a e2 0 0 0  rmp 696.5
4 41 c b 8 0 0 0  rmp 706.0
4 41 c a ee 0 0 0  rmp 699.5
4 41 c a e0 0 0 0  rmp 696.0
4 41 c a f6 0 0 0  rmp 701.5
4 41 c a e2 0 0 0  rmp 696.5
4 41 c a da 0 0 0  rmp 694.5
4 41 c b a 0 0 0  rmp 706.5
4 41 c a f0 0 0 0  rmp 700.0
4 41 c a fc 0 0 0  rmp 703.0
4 41 c a fa 0 0 0  rmp 702.5
4 41 c a e4 0 0 0  rmp 697.0
4 41 c a e6 0 0 0  rmp 697.5
4 41 c a fe 0 0 0  rmp 703.5
4 41 c a f2 0 0 0  rmp 700.5
4 41 c b 2 0 0 0  rmp 704.5
4 41 c a f0 0 0 0  rmp 700.0
4 41 c a fa 0 0 0  rmp 702.5
4 41 c a ec 0 0 0  rmp 699.0
4 41 c a e8 0 0 0  rmp 698.0
4 41 c a ea 0 0 0  rmp 698.5
4 41 c b 2 0 0 0  rmp 704.5
4 41 c a ee 0 0 0  rmp 699.5
4 41 c a fe 0 0 0  rmp 703.5
4 41 c a ec 0 0 0  rmp 699.0
4 41 c a fa 0 0 0  rmp 702.5
4 41 c a e4 0 0 0  rmp 697.0
4 41 c a ee 0 0 0  rmp 699.5
4 41 c a f0 0 0 0  rmp 700.0
4 41 c a f8 0 0 0  rmp 702.0
4 41 c a d8 0 0 0  rmp 694.0
4 41 c a e2 0 0 0  rmp 696.5
4 41 c a ee 0 0 0  rmp 699.5
4 41 c a e2 0 0 0  rmp 696.5
4 41 c b 2 0 0 0  rmp 704.5
---- Closed the serial por
